title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
The fountain; The Fountain,"TWACHTMAN, JOHN HENRY",American,Genre,Painting,18,12.5,225,Babcock Galleries,Dealer,Babcock Galleries,Dealer,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",1951-08-08,1956-02-02,30,50
Paysage; Paysage a Collioure,"DERAIN, ANDRÉ",French,Landscape,Painting,32,39.25,1256,Galerie Paul Petrides,Dealer,"Janis, (Sidney), Gallery",Dealer,"15 E. 57th St, New York, NY, USA","40.763225,-73.974281",1946-07-08,1951-12-07,1825,4250
Black cat seen in a courtyard from above; Black cat seen in a courtyard from the top,"VUILLARD, EDOUARD",French,Animals,Painting,7.375,6.75,49.78125,Hein Antiques,Dealer,"Milliken, Agnes Gayley",Collector,"723 Park Ave., New York, NY, USA","40.769864,-73.964658",1951-08-10,1952-02-02,770,1500
"""Portrait of an Indian Chief""; Portrait of an Indian chief; Portrait of an Indian Chief","CRAIG, CHARLES (1846)",American,Portrait,Painting,26,22,572,"Spark, Victor David",Dealer,"Nitze, Heidi",Collector,"1 W. 72nd St., New York, NY, USA","40.776508,-73.976644",1951-08-08,1972-01-08,175,1800
Kinder mit Karre,"EBERLE, ADOLF",German,Genre,Painting,,,,"Eberle, Adolf",Artist,"Stayner, George H.",Collector,"333 Clinton Ave., Brooklyn, NY, USA","40.687984,-73.967787",1875-01-13,1875-06-06,500,650
Portrait of William Badger,"[AMERICAN]; BADGER, JOSEPH",American,Portrait,Painting,,,,"Spark, Victor David",Dealer,Macbeth Gallery,Dealer,"815 Park Ave., New York, NY, USA","40.772902,-73.962513",1951-12-10,1954-04-04,1250,2750
"Little girl seated, holding cat",[AMERICAN - 19TH C.]; [AMERICAN],American,Genre,Painting,,,,Childs Gallery,Dealer,Maynard Walker Gallery,Dealer,"117 E. 57th St., New York, NY, USA","40.764584,-73.97751",1951-10-10,1952-02-02,125,350
Lameth,"DAUMIER, HONORÉ VICTORIN",French,Portrait,Sculpture,,,,"Carstairs, (Carroll), Gallery",Dealer,"Astor, Mary Benedict Cushing",Collector,"120 East End Ave., New York, NY, USA","40.774252,-73.945267",1951-12-12,1952-01-13,220.83333333333334,325
Ophelia,"MERLE, HUGUES",French,History,Painting,,,,Wallis and Son,Dealer,"Tooker, M.A.",Collector,"19 Lafayette Place, New York, NY, USA","40.730689,-73.990414",1875-01-13,1875-07-07,1512,1650
Femme au miroir,"TOULOUSE-LAUTREC, HENRI MARIE RAYMOND DE",French,Genre,Painting,23.5,14,329,Fine Arts Associates,Dealer,"Cattier, Jean",Collector,"White Wild Co. 40 Wall St., New York, NY, USA","40.719445,-74.006134",1952-03-03,1952-10-10,7700,15000
M. Bigondes,"BUFFET, BERNARD",French,Portrait,Painting,80,60,4800,Kleemann Galleries,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1952-03-03,1955-03-03,420,1500
Still life,"RENOIR, PIERRE AUGUSTE",French,Still Life,Painting,7.5,13,97.5,"Knyazev, Mme Boris",Collector,"Jaglom, Simon",Collector,"101 Central Park West, New York, NY, USA","40.774909,-73.976912",1952-03-03,1955-05-05,2060,3400
La confidence,"ACCARD, EUGÈNE",French,Genre,Painting,,,,"Accard, Eugène",Artist,"Burrill, John E.",Collector,"68 William St., New York, NY, USA","40.707339,-74.008645",1875-01-13,1875-05-05,525,345
"""Virgin and Child with St. John in a Landscape""; Virgin and child with St. John in a landscape","CAVALCANTI, ANDREA DI LAZZARO; PIERO DI COSIMO",Italian,History,Painting,35.25,35,1233.75,"Scharf, Alfred, Dr.",Collector,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1952-03-03,1968-11-11,2000,4500
Une Mère,"RUMPF, PHILIPP",German,Landscape,Painting,,,,"Rumpf, Thomas",Dealer,"Stayner, George H.",Collector,"333 Clinton Ave., Brooklyn, NY, USA","40.687984,-73.967787",1875-01-13,1875-06-06,300,350
Sheep,"MALI, CHRISTIAN FRIEDRICH",German,Animals,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Riker, John Lawrence",Collector,"11 E. 3rd St., New York, NY, USA","40.726254,-73.991393",1875-01-13,1875-05-05,225,260
Home at Montclair,"INNESS, GEORGE",American,Landscape,Painting,30,45,1350,Parke-Bernet Galleries,Dealer,"Clark, Robert Sterling",Collector,"71 E. 71st St., New York, NY, USA","40.770626,-73.965233",1952-05-05,1955-02-02,1800,5000
Magdalen,"LUINI, BERNARDINO",Italian,History,Painting,23.25,19,441.75,Agnew's,Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St, New York, NY, USA","40.766037,-73.980807",1956-03-04,1957-06-06,8920,24000
"""Pommes""","STAËL, NICOLAS DE",Russian,Still Life,Painting,10.5,18,189,"Schempp, (Theodore), & Co.",Dealer,"Rosenthal, Harold L.",Collector,"47 E. 88th St., New York, NY, USA","40.78216,-73.957863",1952-05-05,1953-04-04,150,475
"""Harbor Scene""",[AMERICAN],American,Landscape,Painting,20.25,23.75,480.9375,Walter Wallace Galleries,Dealer,"Hemphill, H.W., Jr.",Collector,"103 E. 30th St., New York, NY, USA","40.744581,-73.983059",1952-04-04,1958-03-10,71.42857142857143,200
"""Interior""","WOOD, GEORGE BACON",,Genre,Painting,6.25,9,56.25,Walter Wallace Galleries,Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",1952-04-04,1956-02-02,71.42857142857143,2125
"""Indians in Snow""",[AMERICAN],American,Genre,Painting,,,,Walter Wallace Galleries,Dealer,"Wallace, Walter",Collector,"122 E. 57th St./922 Madison Ave., New York, NY, USA","40.764645,-73.97762",1952-04-04,1955-03-03,71.42857142857143,300
"""Portrait of William Holmes""","WOLLASTON, JOHN",British,Portrait,Painting,30,25,750,"Michelotti, M.",Dealer,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",1952-06-06,1956-12-12,700,2000
"""Stage - Black Dress""; ""Stage-Black Dress""","SHINN, EVERETT",American,Genre,Pastel,,,,"Graham, (James & Sons), Gallery",Dealer,"Spark, Victor David",Dealer,"1050 Park Ave., New York, NY, USA","40.780698,-73.956999",1952-05-05,1967-02-02,108.69565217391305,1125
"""Acrobats Performing""","SHINN, EVERETT",American,Genre,Pastel,,,,"Graham, (James & Sons), Gallery",Dealer,"Graham, (James & Sons), Gallery",Dealer,"1014 Madison Ave., New York, NY, USA","40.775798,-73.96262",1952-05-05,1961-03-03,108.69565217391305,500
"""Girl with Red Stockings""","SHINN, EVERETT",American,Genre,Pastel,,,,"Graham, (James & Sons), Gallery",Dealer,"Graham, (James & Sons), Gallery",Dealer,"1014 Madison Ave., New York, NY, USA","40.775798,-73.96262",1952-05-05,1956-02-02,108.69565217391305,200
Landscape,"BROCHOCKI, VALERIUS",Polish,Landscape,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Lansing, Arthur B.",Collector,"7 W. 20th St., New York, NY, USA","40.739821,-73.991057",1875-01-13,1875-05-05,247.5,350
"""Hold up of the Clowns""","SHINN, EVERETT",American,Genre,Painting,,,,"Graham, (James & Sons), Gallery",Dealer,"Spark, Victor David",Dealer,"1050 Park Ave., New York, NY, USA","40.780698,-73.956999",1952-05-05,1967-02-02,108.69565217391305,1957
"""New York Docks""","SHINN, EVERETT",American,Landscape,Pastel,,,,"Graham, (James & Sons), Gallery",Dealer,"Spark, Victor David",Dealer,"521 Park Ave., New York, NY, USA","40.763546,-73.969336",1952-05-05,1956-01-07,108.69565217391305,550
Landscape,"BROCHOCKI, VALERIUS",Polish,Landscape,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Schenck, William I.",Collector,"323 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1875-01-13,1875-03-03,292.5,400
"""The Sonata""","HASSAM, CHILDE",American,Genre,Painting,32,32,1024,"Charleston, SC, USA. Gibbes Museum of Art.",Collector,E. and A. Milch,Dealer,"55 E. 57th St., New York, NY, USA","40.76414,-73.976238",1952-07-07,1952-07-07,1600,4000
Ploughing,"ROUX, KARL",German,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Strong, Charles Ruggles",Collector,"113 W. 49th St., New York, NY, USA","40.759481,-73.981114",1875-01-13,1875-05-05,85.5,160
"""Annunciation""","BALDOVINETTI, ALESSIO",Italian,History,Painting,6.375,12,76.5,"Moratilla, Eduardo",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1952-08-08,1964-05-05,6500,8461.03
"""The Ferry""","RUYSDAEL, SALOMON VAN",Dutch,Landscape,Painting,40.5,64.375,2607.1875,"Feilchenfeldt, Walter",Dealer,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St., New York, NY, USA","40.766037,-73.980807",1952-08-08,1955-06-03,7500,20000
Ploughing,"ROUX, KARL",German,Genre,Painting,,,,"Wimmer & Co., Galleries",Dealer,"Strong, Charles Ruggles",Collector,"113 W. 49th St., New York, NY, USA","40.759481,-73.981114",1875-01-13,1875-05-05,85.5,160
Landscape,"MÉSZÖLY, GÉZA",Hungarian,Landscape,Painting,,,,Honrath & Van Baerle,Dealer,"Riker, John Lawrence",Collector,"11 E. 34th St., New York, NY, USA","40.748245,-73.984057",1875-01-13,1875-05-05,405,400
"""Still Life: Flowers & Tomatoes""","SEGOVIA, ANDRES",Spanish,Still Life,Painting,29.75,36.5,1085.875,"Weil, (André), Galerie",Dealer,L.R. Samuels Store Service,Collector,"993 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1952-09-09,1953-01-13,220,600
"""Flower""","BUFFET, BERNARD",French,Still Life,Painting,9.5,6.375,60.5625,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",1952-09-09,1955-05-05,30.76923076923077,100
"""Flower""","BUFFET, BERNARD",French,Still Life,Painting,9.5,5.5,52.25,Galerie Drouant-David,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1952-09-09,1954-12-12,30.76923076923077,75
"""Flower""","BUFFET, BERNARD",French,Still Life,Painting,9.5,5.5,52.25,Galerie Drouant-David,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1952-09-09,1954-12-12,30.76923076923077,75
"""Flower""","BUFFET, BERNARD",French,Still Life,Painting,10.25,8.25,84.5625,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",1952-09-09,1955-05-05,30.76923076923077,75
"""Insect""","BUFFET, BERNARD",French,Still Life,Painting,11.5,14.5,166.75,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",1952-09-09,1955-05-05,30.76923076923077,125
"""Insect""","BUFFET, BERNARD",French,Still Life,Painting,10.375,14.5,150.4375,Galerie Drouant-David,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1952-09-09,1956-02-02,30.76923076923077,275
"""Grinder with onions""","BUFFET, BERNARD",French,Still Life,Painting,19,25,475,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",1952-09-09,1955-07-07,30.76923076923077,150
Genre,KARGEN [UNIDENTIFIED],Unknown,Genre,Painting,,,,Honrath & Van Baerle,Dealer,"Lansing, Arthur B.",Collector,"7 W. 20th St., New York, NY, USA","40.739821,-73.991057",1875-01-13,1875-05-05,315,300
"""Girl with cat""","VÉNARD, CLAUDE (1913)",French,Genre,Painting,32,25.5,816,"Hahn, Stephen",Dealer,"Backer, Frederick",Collector,"29 E. 64th St., New York, NY, USA","40.766715,-73.969129",1952-09-09,1953-05-05,132.85714285714286,400
"""Seine""","VÉNARD, CLAUDE (1913)",French,Landscape,Painting,28.75,36,1035,"Hahn, Stephen",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1952-09-09,1954-10-02,132.85714285714286,133.45
"""Nude in Studio""","VÉNARD, CLAUDE (1913)",French,Genre,Painting,15,18,270,"Hahn, Stephen",Dealer,"Fox, Seymour",Collector,"983 Park Ave., New York, NY, USA","40.778332,-73.958484",1952-09-09,1956-03-03,132.85714285714286,375
"""Studio Interior""","VÉNARD, CLAUDE (1913)",French,Genre,Painting,45,57.5,2587.5,"Hahn, Stephen",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1952-09-09,1968-01-13,132.85714285714286,750
Genre,"ECHTLER, ADOLF",German,Genre,Painting,,,,Honrath & Van Baerle,Dealer,"Stayner, George H.",Collector,"333 Clinton Ave., Brooklyn, NY, USA","40.687984,-73.967787",1875-01-13,1875-06-06,540,600
"""Still Life: Fried Eggs""","VÉNARD, CLAUDE (1913)",French,Still Life,Painting,,,,"Hahn, Stephen",Dealer,"Haver, Leonard",Collector,"146 Central Park West, New York, NY, USA","40.777823,-73.974921",1952-09-09,1952-10-10,121.42857142857143,125
"""Still Life: Two Guitars""","VÉNARD, CLAUDE (1913)",French,Still Life,Painting,10.75,13.75,147.8125,"Hahn, Stephen",Dealer,"Foshay, Ella Dunlevy Milbank",Collector,"8 E. 81st St., New York, NY, USA","40.782032,-73.971894",1952-09-09,1955-02-02,121.42857142857143,300
"""Still Life: Pears & Lamp #1""","VÉNARD, CLAUDE (1913)",French,Still Life,Painting,13,16.125,209.625,"Hahn, Stephen",Dealer,"Phillips, Ann",Collector,"23 E. 74th St., New York, NY, USA","40.773308,-73.965085",1952-09-09,1956-02-02,121.42857142857143,425
"""Cup""","RENOIR, PIERRE AUGUSTE",French,Still Life,Painting,6.625,10.75,71.21875,"Knyazev, Mme Boris",Collector,"Heyman, David M.",Collector,"61 Broadway, New York, NY, USA","40.705455,-74.013746",1952-10-10,1956-02-02,1852.5,3500
Dog merchant,"ZÜGEL, HEINRICH VON",German,Genre,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Penfold, Edmund",Collector,"10 E. 40th St., New York, NY, USA","40.752244,-73.982062",1875-01-13,1875-05-05,360,290
Paysage,"RICHET, LÉON",French,Landscape,Painting,,,,Bernheim Brunswick,Dealer,"Riker, John Lawrence",Collector,"11 E. 34th St., New York, NY, USA","40.748245,-73.984057",1875-01-13,1875-05-05,375,295
"""Pastry Boy""","SOUTINE, CHAIM",Russian,Genre,Painting,28.75,19.625,564.21875,Fine Arts Associates,Dealer,"Joungnickel, Ross",Collector,"c/o Mr. Aberbach 1650 Broadway, New York, NY, USA","40.720709,-73.981308",1952-10-10,1955-12-12,4125,14000
"""Horse""","DEGAS, HILAIRE GERMAIN EDGAR",French,Animals,Sculpture,10.25,8.375,85.84375,Galerie Stiebel,Dealer,Jac Lessman Company Ltd.,Collector,"10 E. 40th St., New York, NY, USA","40.752244,-73.982062",1952-10-10,1954-07-09,410,600
"""Still Life, Tobacco Jar""","VÉNARD, CLAUDE (1913)",French,Still Life,Painting,39.625,31.75,1258.09375,"Bolli, Robert de",Dealer,Niveau Gallery,Dealer,"962 Madison Ave., New York, NY, USA","40.774087,-73.963903",1952-10-10,1956-02-02,254,750
"""Trombone""","VÉNARD, CLAUDE (1913)",French,Genre,Painting,13,21.75,282.75,"Bolli, Robert de",Dealer,"Phillips, Ann",Collector,"23 E. 74th St., New York, NY, USA","40.773308,-73.965085",1952-10-10,1953-05-05,254,350
Port of a Child,"VIGÉE-LEBRUN, ELISABETH LOUISE",French,Portrait,Painting,17.75,14.5,257.375,"Gimpel, René Albert",Dealer,"Straus, Percy S.",Collector,"875 Park Ave., New York, NY, USA","40.77471,-73.961176",1929-02-09,1932-04-06,12500,13750
"""Grindelwald""","BIERSTADT, ALBERT",American,Landscape,Painting,29,20.25,587.25,"Cragoe, H.M.",Collector,"Brenwasser, Eugene",Collector,"341 E. 79th St., New York, NY, USA","40.772996,-73.954286",1952-10-10,1952-12-12,20,125
"""L'Estuaire a Deauville, 1891""","BOUDIN, EUGÈNE LOUIS",French,Landscape,Painting,14.625,18.25,266.90625,"MacAulay, John Alexander",Collector,Schoneman Gallery,Dealer,"63 E. 57th St., New York, NY, USA","40.764266,-73.977247",1953-02-09,1956-02-02,500,2500
"""Still Life with Beef""","PEALE, RAPHAELLE",American,Still Life,Painting,13.25,19.5,258.375,Downtown Gallery,Dealer,Downtown Gallery,Dealer,"32 E. 51st St., New York, NY, USA","40.758522,-73.975045",1952-11-11,1954-02-02,1000,1800
"""La Cuisiniere""","VUILLARD, EDOUARD",French,Genre,Painting,8.75,6.75,59.0625,"Charell, Ludwig",Dealer,"Charell, Ludwig",Dealer,"40 E. 63rd St., New York, NY, USA","40.765906,-73.969408",1953-01-13,1956-07-11,450,1156
"""In Luxenbourg Gardens, Paris 1898""","HENRI, ROBERT",American,Landscape,Painting,6.125,9.5,58.1875,"Laessle, Anne H.",Collector,E. and A. Milch,Dealer,"55 E. 57th St., New York, NY, USA","40.76414,-73.976238",1953-02-02,1953-04-04,75,185
"""Composition '48""","STAËL, NICOLAS DE",Russian,Abstract,Painting,19.75,24,474,"Schempp, (Theodore), & Co.",Dealer,"Schempp, (Theodore), & Co.",Dealer,"2 E. 56th St., New York, NY, USA","40.762293,-73.974457",1953-02-02,1954-04-04,94.33571428571429,200
"""Paysage""","STAËL, NICOLAS DE",Russian,Landscape,Painting,13,16,208,"Schempp, (Theodore), & Co.",Dealer,"Riesenfeld, Victor",Collector,"10 E. 39th St., New York, NY, USA","40.751242,-73.981826",1953-02-02,1953-04-04,188.71428571428572,475
"""Chantilly""","STAËL, NICOLAS DE",Russian,Landscape,Painting,5.5,8.875,48.8125,"Schempp, (Theodore), & Co.",Dealer,Kent-Bragaline Inc.,Collector,"509 Madison Ave., New York, NY, USA","40.759579,-73.974337",1953-02-02,1953-04-04,188.71428571428572,180
"[""Char book"" from Sales Book 17, f.57]","STAËL, NICOLAS DE",Russian,,Painting,,,,"Schempp, (Theodore), & Co.",Dealer,Wittenborn & Co.,Dealer,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",1953-02-02,1954-04-04,188.71428571428572,90
"""Composition Grise""","STAËL, NICOLAS DE",Russian,Abstract,Painting,32,39.25,1256,"Schempp, (Theodore), & Co.",Dealer,"Josten, Eileen",Collector,"870 Fifth Ave., New York, NY, USA","40.76395,-73.974088",1953-02-02,1953-04-04,147.25,950
"""Mantes La Jolie""","STAËL, NICOLAS DE",Russian,Landscape,Painting,35,51,1785,"Schempp, (Theodore), & Co.",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1953-02-02,1954-01-13,146.8247619047619,157
"""Ciel a Mantes""","STAËL, NICOLAS DE",Russian,Landscape,Painting,,,,"Schempp, (Theodore), & Co.",Dealer,"Burke, Stevenson",Collector,"52 W. 9th St., New York, NY, USA","40.733492,-73.997234",1953-02-02,1953-04-04,146.8247619047619,900
"""Marine""","STAËL, NICOLAS DE",Russian,Landscape,Painting,,,,"Schempp, (Theodore), & Co.",Dealer,"Burke, Caroline",Collector,"24 W. 55th St., New York, NY, USA","40.76205,-73.975452",1953-02-02,1954-04-04,146.8247619047619,850
Study in Purple,"STAËL, NICOLAS DE",Russian,Abstract,Print,,,,"Schempp, (Theodore), & Co.",Dealer,"Beny, Roloff",Collector,"890 Park Ave., New York, NY, USA","40.775405,-73.960852",1953-02-02,1953-05-05,146.8247619047619,55
Study in Blue,"STAËL, NICOLAS DE",Russian,Abstract,Print,,,,"Schempp, (Theodore), & Co.",Dealer,Wittenborn & Co.,Dealer,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",1953-02-02,1954-04-04,146.8247619047619,45
Study in Purple,"STAËL, NICOLAS DE",Russian,Abstract,Print,,,,"Schempp, (Theodore), & Co.",Dealer,Wittenborn & Co.,Dealer,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",1953-02-02,1954-04-04,146.8247619047619,45
Study in Yellow,"STAËL, NICOLAS DE",Russian,Abstract,Print,,,,"Schempp, (Theodore), & Co.",Dealer,Wittenborn & Co.,Dealer,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",1953-02-02,1954-04-04,146.8247619047619,45
"""La Fenetre""","STAËL, NICOLAS DE",Russian,Genre,Painting,,,,Jacques Dubourg Galerie,Dealer,Kent-Bragaline Inc.,Collector,"509 Madison Ave., New York, NY, USA","40.759579,-73.974337",1953-02-02,1953-04-04,451.8285714285715,2000
Venice,"MOUCHET, FRANÇOIS NICOLAS",French,Landscape,Painting,,,,Everard's,Dealer,"Stayner, George H.",Collector,"333 Clinton Ave., Brooklyn, NY, USA","40.687984,-73.967787",1875-01-13,1875-06-06,390,450
"""Fleurs""","STAËL, NICOLAS DE",Russian,Still Life,Painting,,,,Jacques Dubourg Galerie,Dealer,Rosewood Fabrics,Collector,"c/o Rosewood Fabrics 1410 Broadway, New York, NY, USA","40.720709,-73.981308",1953-02-02,1953-04-04,451.8285714285715,1000
"""St. Anne & the Virgin""; ""St. Anne and the Virgin""",SEGNA DI BONAVENTURA,Italian,History,Painting,30,20,600,"Sestieri, Ettore",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1953-03-03,1966-02-02,3750,500
"""Cagnes, France""","VLAMINCK, MAURICE DE",French,Landscape,Painting,23.5,28.625,672.6875,"Hahn, Stephen",Dealer,"Rosenthal, Harold L.",Collector,"47 E. 88th St., New York, NY, USA","40.78216,-73.957863",1953-03-03,1953-04-04,1900,3200
"""Landscape""","INNESS, GEORGE",American,Landscape,Painting,18,12,216,Childs Gallery,Dealer,"Watson, Thomas J.",Collector,"4 E. 75th St., New York, NY, USA","40.77428,-73.965536",1953-03-03,1954-02-02,500,850
"""Etude""","STAËL, NICOLAS DE",Russian,Landscape,Painting,,,,"Schempp, (Theodore), & Co.",Dealer,"Stuart, Milton, Mrs.",Collector,"895 Park Ave., New York, NY, USA","40.775378,-73.960696",1953-03-03,1953-05-05,91.33333333333333,350
